Receiver ID,Block Date,Block Heights not present in Index Files,Block Heights not present in Databricks,True if unique block heights are the same between the two lists
phenomenalsofa1528119089.u.arkana.near,2024-03-21,115180456,115180456,True
philosophicalthoroughbred6911350308.u.arkana.near,2024-03-21,115154020,115154020,True
perversepup117380690.u.arkana.near,2024-03-21,115179451,115179451,True
pleasingevergreen7342302621.u.arkana.near,2024-03-21,115163540,115163540,True
practicedmullah2359280645.u.arkana.near,2024-03-21,115178343,115178343,True
post-warjogger727056220.u.arkana.near,2024-03-21,115154997,115154997,True
pouringsetter257431468.u.arkana.near,2024-03-21,115167700,115167700,True
precedingterminology326832515.u.arkana.near,2024-03-21,115182706,115182706,True
presentmaiden2004332514.u.arkana.near,2024-03-21,115157686,115157686,True
prewartorch6834100087.u.arkana.near,2024-03-21,115177334,115177334,True
presidingjimmy576464313.u.arkana.near,2024-03-21,115167390,115167390,True
prodigiousberth5011140385.u.arkana.near,2024-03-21,115163151,115163151,True
proposedconstruct2322342342.u.arkana.near,2024-03-21,115180745,115180745,True
priorextortion5222356926.u.arkana.near,2024-03-21,115165510,115165510,True
prosperousorbit2048293502.u.arkana.near,2024-03-21,115152430,115152430,True
publicizedyeshiva4568303113.u.arkana.near,2024-03-21,115170581,115170581,True
punitivecontra5700206285.u.arkana.near,2024-03-21,115176691,115176691,True
reflectedgift4030304283.u.arkana.near,2024-03-21,115179909,115179909,True
recurrentexport4520100339.u.arkana.near,2024-03-21,115186079,115186079,True
reformistmonologue6286255481.u.arkana.near,2024-03-21,115155048,115155048,True
publicbetrayer359420836.u.arkana.near,2024-03-21,115169725,115169725,True
regimentaloilskin6777120370.u.arkana.near,2024-03-21,115160479,115160479,True
rathwenbenali.near,2024-03-21,115168305,115168305,True
psychologicalcrepe4676359293.u.arkana.near,2024-03-21,115167812,115167812,True
regrettablerotor119235436.u.arkana.near,2024-03-21,115154803,115154803,True
resentfulsmithy6733350586.u.arkana.near,2024-03-21,115165309,115165309,True
reluctanttossing6660162227.u.arkana.near,2024-03-21,115163370,115163370,True
resourcefulbag4923357412.u.arkana.near,2024-03-21,115165920,115165920,True
restfulbracket7494167602.u.arkana.near,2024-03-21,115169447,115169447,True
rightfulcontinent4527259898.u.arkana.near,2024-03-21,115170155,115170155,True
restlessboycott8715119522.u.arkana.near,2024-03-21,115153376,115153376,True
resultantatrium8696297215.u.arkana.near,2024-03-21,115151728,115151728,True
rottenlegislator5587359101.u.arkana.near,2024-03-21,115154194,115154194,True
roastidealization7778355400.u.arkana.near,2024-03-21,115173219,115173219,True
respectedoutgrowth7401359070.u.arkana.near,2024-03-21,115150861,115150861,True
rudimentaryprodigy19115135.u.arkana.near,2024-03-21,115162610,115162610,True
secondhandprefecture1458218411.u.arkana.near,2024-03-21,"115180755,115181032","115180755,115181032",True
satisfyingfee5757195055.u.arkana.near,2024-03-21,115171909,115171909,True
rovingrotation7913341248.u.arkana.near,2024-03-21,"115159877,115172672","115159877,115172672",True
scientifictapping8406325286.u.arkana.near,2024-03-21,115164665,115164665,True
salientpseudonym4420128605.u.arkana.near,2024-03-21,115174857,115174857,True
seedyincumbency5513298170.u.arkana.near,2024-03-21,115153923,115153923,True
sealedinterception146950635.u.arkana.near,2024-03-21,115165419,115165419,True
shavingquarterback7918208310.u.arkana.near,2024-03-21,115176175,115176175,True
sedatenavel5645185829.u.arkana.near,2024-03-21,115161656,115161656,True
shycrossword1931280541.u.arkana.near,2024-03-21,115174097,115174097,True
six-dayautopsy7786259693.u.arkana.near,2024-03-21,115163232,115163232,True
skilledhairstyle7441287554.u.arkana.near,2024-03-21,115151454,115151454,True
stickyrepatriation2763311950.u.arkana.near,2024-03-21,115168579,115168579,True
spoiledanatomy2713334927.u.arkana.near,2024-03-21,115174599,115174599,True
straycavity6991333761.u.arkana.near,2024-03-21,115184389,115184389,True
special-interestblowing1560296826.u.arkana.near,2024-03-21,115171007,115171007,True
stressfulordeal5523342241.u.arkana.near,2024-03-21,115152210,115152210,True
strongconference571537528.u.arkana.near,2024-03-21,115179942,115179942,True
surprisingthyroid3005339750.u.arkana.near,2024-03-21,115162926,115162926,True
subservientsentence350915778.u.arkana.near,2024-03-21,115177908,115177908,True
suppleforeman2281359802.u.arkana.near,2024-03-21,115180823,115180823,True
tamefluctuation1331315971.u.arkana.near,2024-03-21,115156171,115156171,True
symptomaticwaste1481318604.u.arkana.near,2024-03-21,115153768,115153768,True
terminalpact3341256587.u.arkana.near,2024-03-21,115178172,115178172,True
tautcameraman527184570.u.arkana.near,2024-03-21,115154280,115154280,True
terracedniece2249342306.u.arkana.near,2024-03-21,115157108,115157108,True
terseblackbird3212301840.u.arkana.near,2024-03-21,115151640,115151640,True
tiledbeehive2823318688.u.arkana.near,2024-03-21,115152968,115152968,True
threadbarediner1678295439.u.arkana.near,2024-03-21,115178358,115178358,True
three-hourda3843304886.u.arkana.near,2024-03-21,115155162,115155162,True
therapeuticwhale5086287154.u.arkana.near,2024-03-21,115184991,115184991,True
traditionalwait2739252869.u.arkana.near,2024-03-21,115152666,115152666,True
trailingcarcass6532335833.u.arkana.near,2024-03-21,115158160,115158160,True
transitorylark778944822.u.arkana.near,2024-03-21,115165476,115165476,True
troublingawareness2142343949.u.arkana.near,2024-03-21,115151819,115151819,True
triumphantveneer8472359347.u.arkana.near,2024-03-21,115171651,115171651,True
relayer.pagodaplatform.near,2024-03-21,"115159962,115160311,115163002,115163490,115163564,115173111",115163002,False
umbilicalone-liner7569259740.u.arkana.near,2024-03-21,115159217,115159217,True
tryingstriving7642340676.u.arkana.near,2024-03-21,115169150,115169150,True
two-yeardiabetic3895298588.u.arkana.near,2024-03-21,115156139,115156139,True
underwaterconclusion1078311002.u.arkana.near,2024-03-21,115174631,115174631,True
undisputedfamiliarity2105116438.u.arkana.near,2024-03-21,115152312,115152312,True
uncontrollednewsroom795521469.u.arkana.near,2024-03-21,115154536,115154536,True
unaffectedhog584942275.u.arkana.near,2024-03-21,"115150613,115150888","115150613,115150888",True
uncleanpopcorn433834942.u.arkana.near,2024-03-21,115174014,115174014,True
unconventionalsleepwalker1270258060.u.arkana.near,2024-03-21,115174862,115174862,True
unlawfulrollback262512393.u.arkana.near,2024-03-21,115181549,115181549,True
unmovingtrouser7399314805.u.arkana.near,2024-03-21,115176103,115176103,True
untowardkebele4458316278.u.arkana.near,2024-03-21,"115156246,115156731","115156246,115156731",True
utopianemotion533449103.u.arkana.near,2024-03-21,115174252,115174252,True
unsettlingcan1603317395.u.arkana.near,2024-03-21,115160128,115160128,True
unmovedintervention6459319882.u.arkana.near,2024-03-21,115182798,115182798,True
unsmilinghull7017341291.u.arkana.near,2024-03-21,115152253,115152253,True
unpredictableplebiscite5280257696.u.arkana.near,2024-03-21,115185270,115185270,True
untappeddeclivity7604348922.u.arkana.near,2024-03-21,115179061,115179061,True
vehementflag1613342047.u.arkana.near,2024-03-21,115152028,115152028,True
usefulcommunion3975340349.u.arkana.near,2024-03-21,115168688,115168688,True
veritableincoherence5530356973.u.arkana.near,2024-03-21,115167576,115167576,True
verticaljacket6043353473.u.arkana.near,2024-03-21,115165803,115165803,True
venerealbedding6149359081.u.arkana.near,2024-03-21,115152247,115152247,True
voluminousguardianship560647889.u.arkana.near,2024-03-21,115158699,115158699,True
wanpilot7599157418.u.arkana.near,2024-03-21,115181370,115181370,True
watchfulmeditation1751356202.u.arkana.near,2024-03-21,115157018,115157018,True
wage-pricesunrise8187359778.u.arkana.near,2024-03-21,115176849,115176849,True
windingchecker7608355518.u.arkana.near,2024-03-21,115168425,115168425,True
windyorbit6019260685.u.arkana.near,2024-03-21,115154338,115154338,True
wideninglocket5308143221.u.arkana.near,2024-03-21,115161621,115161621,True
worryingline-up6310121118.u.arkana.near,2024-03-21,115177182,115177182,True
well-definedcamcorder6766359961.u.arkana.near,2024-03-21,"115180693,115180695","115180693,115180695",True
2mato.near,2024-03-22,115234838,115234838,True
abovesummit7297139356.u.arkana.near,2024-03-22,115213352,115213352,True
addictivebobcat735276039.u.arkana.near,2024-03-22,115239954,115239954,True
absentthrill3206132839.u.arkana.near,2024-03-22,115204467,115204467,True
account_creator.near,2024-03-22,115251424,115251424,True
affectionatechronology8823203411.u.arkana.near,2024-03-22,115204836,115204836,True
aggressivemultiple1649328833.u.arkana.near,2024-03-22,115221763,115221763,True
angryrolling462765248.u.arkana.near,2024-03-22,115227333,115227333,True
anteriorcuckold222681913.u.arkana.near,2024-03-22,115206527,115206527,True
antiquepencil864531851.u.arkana.near,2024-03-22,115218719,115218719,True
apprehensiveself-denial6795144289.u.arkana.near,2024-03-22,115238653,115238653,True
ascendingpedant286764841.u.arkana.near,2024-03-22,115202886,115202886,True
assumedchanger3129309157.u.arkana.near,2024-03-22,115248757,115248757,True
archtranscription2108362654.u.arkana.near,2024-03-22,115260565,115260565,True
automotivemall6534209696.u.arkana.near,2024-03-22,115259383,115259383,True
baffledcongregation5049258774.u.arkana.near,2024-03-22,115213238,115213238,True
blindingweather3869334444.u.arkana.near,2024-03-22,115211327,115211327,True
benevolenttie-up2050293457.u.arkana.near,2024-03-22,115218282,115218282,True
bloatedexhalation410742141.u.arkana.near,2024-03-22,115236711,115236711,True
clammyuterus267249862.u.arkana.near,2024-03-22,115220851,115220851,True
blondsterility7461315507.u.arkana.near,2024-03-22,115204549,115204549,True
burningcrony1094301492.u.arkana.near,2024-03-22,115205280,115205280,True
businesslikelockout1775300424.u.arkana.near,2024-03-22,115216451,115216451,True
casualfanfare4932356867.u.arkana.near,2024-03-22,115254007,115254007,True
cavernousletterhead134858189.u.arkana.near,2024-03-22,115228677,115228677,True
chiccommendation217482612.u.arkana.near,2024-03-22,115200515,115200515,True
collectedcol2546356260.u.arkana.near,2024-03-22,115211602,115211602,True
clippedpixie665555427.u.arkana.near,2024-03-22,115212003,115212003,True
chipie-chipie.near,2024-03-22,115234795,115234795,True
compliantmop2325333739.u.arkana.near,2024-03-22,115204905,115204905,True
congenialpolder3615121266.u.arkana.near,2024-03-22,115205899,115205899,True
conicalportion7049356983.u.arkana.near,2024-03-22,115225801,115225801,True
consultingmanufacturer6239282666.u.arkana.near,2024-03-22,115217801,115217801,True
contaminatedfloor201335026.u.arkana.near,2024-03-22,115211286,115211286,True
convenientoscillation2999317676.u.arkana.near,2024-03-22,115207816,115207816,True
convincingpotpourri5302333437.u.arkana.near,2024-03-22,115250397,115250397,True
courageouspretender1439121151.u.arkana.near,2024-03-22,115220039,115220039,True
creamyturd603216490.u.arkana.near,2024-03-22,115203025,115203025,True
crazythrob4241264403.u.arkana.near,2024-03-22,115212261,115212261,True
dark-eyedbudget4294347150.u.arkana.near,2024-03-22,115214031,115214031,True
dark-eyedcorpsman467938264.u.arkana.near,2024-03-22,115247546,115247546,True
datedearpiece601480971.u.arkana.near,2024-03-22,115213948,115213948,True
dedicatedstoop6888346434.u.arkana.near,2024-03-22,115216755,115216755,True
deficientintelligence2955339554.u.arkana.near,2024-03-22,115205890,115205890,True
decayingsplitting6480285635.u.arkana.near,2024-03-22,115210304,115210304,True
deadpostman2069288226.u.arkana.near,2024-03-22,115233688,115233688,True
delightedconsultant6945356563.u.arkana.near,2024-03-22,115215216,115215216,True
delightfulcucumber12875300.u.arkana.near,2024-03-22,115217027,115217027,True
deisianesiilva2001.near,2024-03-22,115262178,115262178,True
deplorablebark319460461.u.arkana.near,2024-03-22,115205102,115205102,True
denoll3.near,2024-03-22,115233248,115233248,True
depressinglocker8126315638.u.arkana.near,2024-03-22,115205141,115205141,True
difficultnymph5801298215.u.arkana.near,2024-03-22,115253708,115253708,True
diplomaticself-congratulation6656241626.u.arkana.near,2024-03-22,115214324,115214324,True
docilecurrent4846298837.u.arkana.near,2024-03-22,115205250,115205250,True
drunkenalcove825421963.u.arkana.near,2024-03-22,115247216,115247216,True
directvisa8052167975.u.arkana.near,2024-03-22,115219345,115219345,True
drunkenensign894349619.u.arkana.near,2024-03-22,115215224,115215224,True
duebrickwork606347279.u.arkana.near,2024-03-22,115216325,115216325,True
editorialamber351994489.u.arkana.near,2024-03-22,115219332,115219332,True
drollincrease4185361075.u.arkana.near,2024-03-22,115219471,115219471,True
emptyhatred569834530.u.arkana.near,2024-03-22,115199619,115199619,True
endemicsquire5468316516.u.arkana.near,2024-03-22,115247614,115247614,True
entrepreneurialcrissake3264409.u.arkana.near,2024-03-22,115214084,115214084,True
etherealtelethon4311325641.u.arkana.near,2024-03-22,115215427,115215427,True
euphoricchampion7702259885.u.arkana.near,2024-03-22,115201423,115201423,True
expandedbrute6343177697.u.arkana.near,2024-03-22,115211199,115211199,True
exoticmanifold1593284841.u.arkana.near,2024-03-22,115252871,115252871,True
fallowclassroom158086972.u.arkana.near,2024-03-22,115226917,115226917,True
fetalfootball4555289636.u.arkana.near,2024-03-22,115210045,115210045,True
fuzzycrusher612347812.u.arkana.near,2024-03-22,115220139,115220139,True
frontstruction4500327993.u.arkana.near,2024-03-22,115237925,115237925,True
fiercebraggart819542411.u.arkana.near,2024-03-22,115203629,115203629,True
fishydiscomfiture5560288550.u.arkana.near,2024-03-22,115209968,115209968,True
flexiblemart2999318237.u.arkana.near,2024-03-22,115237146,115237146,True
gastrointestinalstrain861146052.u.arkana.near,2024-03-22,115214185,115214185,True
follow-upchaise175744295.u.arkana.near,2024-03-22,115215416,115215416,True
foreign-policyba7366280243.u.arkana.near,2024-03-22,115210769,115210769,True
flawlessdesperation5277125475.u.arkana.near,2024-03-22,115226374,115226374,True
genericelongation2852358820.u.arkana.near,2024-03-22,115253985,115253985,True
genuinebungalow6374356423.u.arkana.near,2024-03-22,115211536,115211536,True
gingercentrifuge5813352429.u.arkana.near,2024-03-22,115219235,115219235,True
goddamnamplitude1919238630.u.arkana.near,2024-03-22,115214052,115214052,True
gloveddoghouse1402187712.u.arkana.near,2024-03-22,115213593,115213593,True
goingpotion4711111159.u.arkana.near,2024-03-22,115235632,115235632,True
good-bybeginning6354317670.u.arkana.near,2024-03-22,115240705,115240705,True
governingterrace4600281077.u.arkana.near,2024-03-22,115249589,115249589,True
guardedsplit3551291410.u.arkana.near,2024-03-22,115200508,115200508,True
groggycontinent2327349752.u.arkana.near,2024-03-22,115220827,115220827,True
homogeneousunderpass2586142180.u.arkana.near,2024-03-22,115218065,115218065,True
hashishconclusion8285202583.u.arkana.near,2024-03-22,115201464,115201464,True
hour-longcompletion5933110952.u.arkana.near,2024-03-22,115223755,115223755,True
immortalexhortation6090335051.u.arkana.near,2024-03-22,115212074,115212074,True
impeccablesalute5521284338.u.arkana.near,2024-03-22,115227447,115227447,True
impenetrablebluff8192281885.u.arkana.near,2024-03-22,115208589,115208589,True
imperfectglimpse604626482.u.arkana.near,2024-03-22,115209810,115209810,True
inanepanelling6186308244.u.arkana.near,2024-03-22,115198348,115198348,True
incongruousneedlepoint2962349119.u.arkana.near,2024-03-22,115226263,115226263,True
indignantdoctorate1365237957.u.arkana.near,2024-03-22,115200101,115200101,True
initialmalady5390324510.u.arkana.near,2024-03-22,115216338,115216338,True
insulatedoccasion2586262046.u.arkana.near,2024-03-22,115233450,115233450,True
informativerover1777158027.u.arkana.near,2024-03-22,115210106,115210106,True
internationalrocker870911668.u.arkana.near,2024-03-22,115204025,115204025,True
intermediate-rangeprejudice4902308043.u.arkana.near,2024-03-22,115210066,115210066,True
isolatedfeat7306123939.u.arkana.near,2024-03-22,115207761,115207761,True
involuntarystreetlamp709529541.u.arkana.near,2024-03-22,115247367,115247367,True
laboriouschauvinist1319252960.u.arkana.near,2024-03-22,115209393,115209393,True
lankyboathouse6340328683.u.arkana.near,2024-03-22,115223971,115223971,True
laythfadhala.near,2024-03-22,115242855,115242855,True
liberatedcoalition472282222.u.arkana.near,2024-03-22,115215420,115215420,True
liberatingexpiration5408258589.u.arkana.near,2024-03-22,115203131,115203131,True
lifelessreanimation5140360319.u.arkana.near,2024-03-22,115236048,115236048,True
linguistichorizon7376306982.u.arkana.near,2024-03-22,115251195,115251195,True
jr730972.near,2024-03-22,115239796,115239796,True
listlessfoyer8848170111.u.arkana.near,2024-03-22,115203755,115203755,True
logicalacquaintanceship3682243476.u.arkana.near,2024-03-22,115222871,115222871,True
loosefunnel3545312276.u.arkana.near,2024-03-22,115226682,115226682,True
lucrativecurfew8902359151.u.arkana.near,2024-03-22,115229854,115229854,True
magnificentremnant2520361012.u.arkana.near,2024-03-22,115218266,115218266,True
magicalhideout1657113828.u.arkana.near,2024-03-22,115254191,115254191,True
manifoldcasserole404454377.u.arkana.near,2024-03-22,115215618,115215618,True
markedtradition282390293.u.arkana.near,2024-03-22,115216346,115216346,True
marvelousraising7974321644.u.arkana.near,2024-03-22,115204464,115204464,True
matter-of-factgambit7075312313.u.arkana.near,2024-03-22,115226889,115226889,True
methodologicalbuttonhole5016257785.u.arkana.near,2024-03-22,115203304,115203304,True
minorbeastie451242100.u.arkana.near,2024-03-22,115257996,115257996,True
mossysitting-room6121349773.u.arkana.near,2024-03-22,115218163,115218163,True
melancholyradioman1224361074.u.arkana.near,2024-03-22,115219451,115219451,True
mossysow2143358900.u.arkana.near,2024-03-22,115202970,115202970,True
organizingdesk2486336615.u.arkana.near,2024-03-22,115240214,115240214,True
orphanedswallow2923312265.u.arkana.near,2024-03-22,115240793,115240793,True
outwardskyline726647282.u.arkana.near,2024-03-22,115209174,115209174,True
needfulanthem8359205050.u.arkana.near,2024-03-22,115203121,115203121,True
observantcheckbook2597319139.u.arkana.near,2024-03-22,115218683,115218683,True
nondescriptaerie5544258838.u.arkana.near,2024-03-22,115219634,115219634,True
oppositeconfidante215355463.u.arkana.near,2024-03-22,115242727,115242727,True
northwesternpredicate8515353756.u.arkana.near,2024-03-22,115212588,115212588,True
novelwitticism2870262315.u.arkana.near,2024-03-22,115222335,115222335,True
paramilitarycascade466721814.u.arkana.near,2024-03-22,115210229,115210229,True
passablecarnation3131324197.u.arkana.near,2024-03-22,115211815,115211815,True
passableconsulate1043133934.u.arkana.near,2024-03-22,115219713,115219713,True
persistentclich311050829.u.arkana.near,2024-03-22,115206539,115206539,True
peremptorydead-end616973480.u.arkana.near,2024-03-22,115214377,115214377,True
pervasivecrap490191912.u.arkana.near,2024-03-22,115256368,115256368,True
pitcheddraw5788239984.u.arkana.near,2024-03-22,115207363,115207363,True
picturesquedebility712319598.u.arkana.near,2024-03-22,115219676,115219676,True
playfulwindmill8442326011.u.arkana.near,2024-03-22,115234766,115234766,True
populistgratuity7997339577.u.arkana.near,2024-03-22,115240796,115240796,True
pitilessgeographer5556361105.u.arkana.near,2024-03-22,115220170,115220170,True
poshslave482622561.u.arkana.near,2024-03-22,115219224,115219224,True
pollutedwaistline2648133655.u.arkana.near,2024-03-22,115237011,115237011,True
preventivecabinetmaker1531192418.u.arkana.near,2024-03-22,115218389,115218389,True
producingderby4389140619.u.arkana.near,2024-03-22,115213781,115213781,True
psychedelicsigh356136448.u.arkana.near,2024-03-22,115214447,115214447,True
prudentpeace6540127964.u.arkana.near,2024-03-22,115251169,115251169,True
provisionaldepiction2134326111.u.arkana.near,2024-03-22,115221459,115221459,True
quietsalutation8053288288.u.arkana.near,2024-03-22,115207013,115207013,True
puffingassist5966302202.u.arkana.near,2024-03-22,115234799,115234799,True
reflexprince1143136360.u.arkana.near,2024-03-22,115216822,115216822,True
reardistillation574047652.u.arkana.near,2024-03-22,115243195,115243195,True
refreshinghostess1613302933.u.arkana.near,2024-03-22,115203408,115203408,True
ricketyrefuge5854346450.u.arkana.near,2024-03-22,115225922,115225922,True
releasedjustification2624344315.u.arkana.near,2024-03-22,115216318,115216318,True
rightdomination5356332042.u.arkana.near,2024-03-22,115218981,115218981,True
second-classcommencement6275316345.u.arkana.near,2024-03-22,115209399,115209399,True
silkenstopwatch6077204693.u.arkana.near,2024-03-22,115220478,115220478,True
selectaversion4254107468.u.arkana.near,2024-03-22,115210174,115210174,True
rovingeyewitness7151324050.u.arkana.near,2024-03-22,115235488,115235488,True
rowdycluster1386287147.u.arkana.near,2024-03-22,115220120,115220120,True
ruralagony2083115395.u.arkana.near,2024-03-22,115202171,115202171,True
seductiveearth1931353761.u.arkana.near,2024-03-22,115210521,115210521,True
small-towngamma2699177507.u.arkana.near,2024-03-22,115258190,115258190,True
sourlandmass7255328651.u.arkana.near,2024-03-22,115230421,115230421,True
speakingjudge7811304598.u.arkana.near,2024-03-22,115238968,115238968,True
sourdepartment7501361978.u.arkana.near,2024-03-22,115238737,115238737,True
sometimecleavage8270362659.u.arkana.near,2024-03-22,115258849,115258849,True
squatisolationist587023463.u.arkana.near,2024-03-22,115210465,115210465,True
strayconsideration3494334315.u.arkana.near,2024-03-22,115206053,115206053,True
subsequentchat350527041.u.arkana.near,2024-03-22,115219057,115219057,True
superblist394557009.u.arkana.near,2024-03-22,115220520,115220520,True
supplementaryclarinetist889065851.u.arkana.near,2024-03-22,115217288,115217288,True
stripedmeanness457624248.u.arkana.near,2024-03-22,115247441,115247441,True
survivingstatic3367360776.u.arkana.near,2024-03-22,115209735,115209735,True
swayingone-liner3425325725.u.arkana.near,2024-03-22,115244934,115244934,True
sweatingprovenance6651258134.u.arkana.near,2024-03-22,115234629,115234629,True
tastyluminary2809242963.u.arkana.near,2024-03-22,115196532,115196532,True
symmetricalfrequency1198349481.u.arkana.near,2024-03-22,115190383,115190383,True
terminalworkweek1622123752.u.arkana.near,2024-03-22,115220139,115220139,True
ten-yearcouple8818360863.u.arkana.near,2024-03-22,115213279,115213279,True
three-monthrevue1016237960.u.arkana.near,2024-03-22,115201110,115201110,True
three-yeartrafficker6812317512.u.arkana.near,2024-03-22,115209270,115209270,True
timidtortilla3615266350.u.arkana.near,2024-03-22,115241388,115241388,True
tiringsnowshoe1737274899.u.arkana.near,2024-03-22,115225819,115225819,True
trailingcontraband851142364.u.arkana.near,2024-03-22,115204048,115204048,True
tolerableumbrella6141259694.u.arkana.near,2024-03-22,115209856,115209856,True
two-roomabsolutism1590185940.u.arkana.near,2024-03-22,115210886,115210886,True
truebricklayer1352334189.u.arkana.near,2024-03-22,115256588,115256588,True
transientbeam4186340633.u.arkana.near,2024-03-22,115211973,115211973,True
two-dayseminarian7141314999.u.arkana.near,2024-03-22,115217127,115217127,True
unbornstrobe1626332270.u.arkana.near,2024-03-22,115209708,115209708,True
two-roomdenominator8113346116.u.arkana.near,2024-03-22,115242712,115242712,True
unfinishedmanse225038295.u.arkana.near,2024-03-22,115211671,115211671,True
unfetteredcapitulation5494327684.u.arkana.near,2024-03-22,115207552,115207552,True
undisturbedscratch5499201730.u.arkana.near,2024-03-22,115217903,115217903,True
undisclosedcurator1697332027.u.arkana.near,2024-03-22,115236026,115236026,True
unproductivetransportation3675308797.u.arkana.near,2024-03-22,115241925,115241925,True
unpredictableurn4889351480.u.arkana.near,2024-03-22,115226025,115226025,True
unrestrainedschoolhouse392347558.u.arkana.near,2024-03-22,115209782,115209782,True
unifiedcockpit6925360962.u.arkana.near,2024-03-22,115216784,115216784,True
unworthysentiment6250347113.u.arkana.near,2024-03-22,115243720,115243720,True
untouchableeater5671312219.u.arkana.near,2024-03-22,115220700,115220700,True
updatedphysicist5077303814.u.arkana.near,2024-03-22,115227250,115227250,True
valuabledelivery4166341433.u.arkana.near,2024-03-22,115250418,115250418,True
valuedcrowbar7176296389.u.arkana.near,2024-03-22,115242067,115242067,True
variablesnobbery4470260582.u.arkana.near,2024-03-22,115256602,115256602,True
vicebooking6738116292.u.arkana.near,2024-03-22,115254102,115254102,True
voluminousmyth7387106998.u.arkana.near,2024-03-22,115209971,115209971,True
voluminousrapport805221959.u.arkana.near,2024-03-22,115211932,115211932,True
weakgrimace6244293819.u.arkana.near,2024-03-22,115231851,115231851,True
world-widemosquito2855275359.u.arkana.near,2024-03-22,115226937,115226937,True
wrinkledcalabash590916823.u.arkana.near,2024-03-22,115251075,115251075,True
wordlessthievery755661608.u.arkana.near,2024-03-22,115205978,115205978,True
weirdcontradiction3101358439.u.arkana.near,2024-03-22,115221684,115221684,True
account_creator.near,2024-03-23,115322693,115322693,True
abdominalenlargement8884.u.arkana.near,2024-03-23,115312747,115312747,True
agonizingadministration6028110484.u.arkana.near,2024-03-23,115317929,115317929,True
year-oldcreeper3764309938.u.arkana.near,2024-03-22,115257116,115257116,True
acknowledgeddeveloper5247363433.u.arkana.near,2024-03-23,115292880,115292880,True
alienatedsnowplow3703278572.u.arkana.near,2024-03-23,115330319,115330319,True
autocratichatred2398311555.u.arkana.near,2024-03-23,115326941,115326941,True
angularceramic2710267205.u.arkana.near,2024-03-23,115332913,115332913,True
anarchicmelody6741127522.u.arkana.near,2024-03-23,115293711,115293711,True
alternatinglevity802916516.u.arkana.near,2024-03-23,"115289769,115314224","115289769,115314224",True
backbagpipe6084188238.u.arkana.near,2024-03-23,"115287839,115308492","115287839,115308492",True
associatedheadpiece4546343672.u.arkana.near,2024-03-23,115286124,115286124,True
anton-karhalyk.near,2024-03-23,115319985,115319985,True
beautifulensign431580670.u.arkana.near,2024-03-23,115287313,115287313,True
behavioralminstrel8553322423.u.arkana.near,2024-03-23,115322672,115322672,True
bannedgranny2032367167.u.arkana.near,2024-03-23,115321167,115321167,True
bleachedappendix2131367622.u.arkana.near,2024-03-23,115328981,115328981,True
blindingaffidavit7736332049.u.arkana.near,2024-03-23,115310037,115310037,True
bodilywomb3326298425.u.arkana.near,2024-03-23,115285807,115285807,True
burntbarbarity5715299249.u.arkana.near,2024-03-23,115332055,115332055,True
capitalisticpersonage799213971.u.arkana.near,2024-03-23,115284627,115284627,True
captivedevelopment1364159204.u.arkana.near,2024-03-23,115309553,115309553,True
calculatedmatchbox1440343565.u.arkana.near,2024-03-23,115328324,115328324,True
cavernoussultan2212123643.u.arkana.near,2024-03-23,115289266,115289266,True
characteristicslugger6791357135.u.arkana.near,2024-03-23,115284059,115284059,True
chillyfancy8089363395.u.arkana.near,2024-03-23,115292142,115292142,True
coiledemissary423911361.u.arkana.near,2024-03-23,115283241,115283241,True
committedplatter7567179180.u.arkana.near,2024-03-23,115305310,115305310,True
collectedhumorist622028694.u.arkana.near,2024-03-23,115316353,115316353,True
cinematicskepticism7715367159.u.arkana.near,2024-03-23,115321172,115321172,True
contemptiblegondola1948312865.u.arkana.near,2024-03-23,115325022,115325022,True
contemptuousreceptacle5166333460.u.arkana.near,2024-03-23,115284135,115284135,True
concentricflimsy6985363600.u.arkana.near,2024-03-23,115297886,115297886,True
convincedincumbency3784331936.u.arkana.near,2024-03-23,115284426,115284426,True
correctionalhump6412261200.u.arkana.near,2024-03-23,115298652,115298652,True
dashingtitillation1493323232.u.arkana.near,2024-03-23,115281729,115281729,True
dejectedsable4489286926.u.arkana.near,2024-03-23,115303956,115303956,True
decentcommitment5074296619.u.arkana.near,2024-03-23,115319155,115319155,True
court-ordereddirectory1847363367.u.arkana.near,2024-03-23,115291462,115291462,True
damageddenomination7703366582.u.arkana.near,2024-03-23,115315280,115315280,True
democraticmouthful5612127513.u.arkana.near,2024-03-23,115322625,115322625,True
departedsharpener2381341953.u.arkana.near,2024-03-23,115317066,115317066,True
desiredfootlocker6466201719.u.arkana.near,2024-03-23,115305807,115305807,True
devilishacrobat8672356851.u.arkana.near,2024-03-23,115286057,115286057,True
dimk800.near,2024-03-23,115330513,115330513,True
discreditedaide1514283651.u.arkana.near,2024-03-23,115328812,115328812,True
divergentslogan6300267359.u.arkana.near,2024-03-23,115331644,115331644,True
electivekatun4912329180.u.arkana.near,2024-03-23,115282455,115282455,True
disappointeddecoder8601307349.u.arkana.near,2024-03-23,115285654,115285654,True
diplomaticpicture8894343070.u.arkana.near,2024-03-23,115320934,115320934,True
diplomaticcafe6182356701.u.arkana.near,2024-03-23,115331294,115331294,True
diresturgeon7091357746.u.arkana.near,2024-03-23,115323412,115323412,True
