Receiver ID,Block Date,Block Heights not present in Index Files,Block Heights not present in Databricks,True if unique block heights are the same between the two lists
compositionaldocudrama8867320347.u.arkana.near,2024-03-25,115459326,115459326,True
completeemission4338303271.u.arkana.near,2024-03-25,115452412,115452412,True
connectivewashbasin6132345967.u.arkana.near,2024-03-25,115456273,115456273,True
continentallair235576025.u.arkana.near,2024-03-25,115462403,115462403,True
correctivehacksaw8724299771.u.arkana.near,2024-03-25,115438972,115438972,True
consultingwriter4401356484.u.arkana.near,2024-03-25,115448658,115448658,True
courteouspinky1990308697.u.arkana.near,2024-03-25,115453847,115453847,True
culinaryneigh8832148703.u.arkana.near,2024-03-25,115456299,115456299,True
crucialmutt2131316869.u.arkana.near,2024-03-25,115464530,115464530,True
cultivatedlurch2050170058.u.arkana.near,2024-03-25,115454386,115454386,True
cumulativehumility7988328951.u.arkana.near,2024-03-25,115445172,115445172,True
defeatedshortfall8938299077.u.arkana.near,2024-03-25,115462372,115462372,True
defensivepassenger692511614.u.arkana.near,2024-03-25,115459517,115459517,True
darlingprosecution437078713.u.arkana.near,2024-03-25,115445449,115445449,True
deftdash5350346956.u.arkana.near,2024-03-25,115456262,115456262,True
despisedripoff2653281755.u.arkana.near,2024-03-25,115425257,115425257,True
digestivelavatory4135342891.u.arkana.near,2024-03-25,115449106,115449106,True
differingboardroom5977141655.u.arkana.near,2024-03-25,115426299,115426299,True
discretemule2269374663.u.arkana.near,2024-03-25,115460889,115460889,True
despondentloafer3558316969.u.arkana.near,2024-03-25,115419333,115419333,True
doctoralautograph6793310448.u.arkana.near,2024-03-25,115445045,115445045,True
diversifiedtribe196520277.u.arkana.near,2024-03-25,115462454,115462454,True
downwardtar4766302699.u.arkana.near,2024-03-25,115462270,115462270,True
door-to-dooreyeglass8442348304.u.arkana.near,2024-03-25,115447837,115447837,True
droopingscoring6601149968.u.arkana.near,2024-03-25,115466211,115466211,True
drunkcomposition6969317594.u.arkana.near,2024-03-25,115471489,115471489,True
edibletail8313258090.u.arkana.near,2024-03-25,115447383,115447383,True
drunkcry3076132646.u.arkana.near,2024-03-25,115468764,115468764,True
dtelegonenko228.near,2024-03-25,"115459313,115459335,115459360,115459380","115459313,115459335,115459360,115459380",True
dysfunctionalsophistication8032323671.u.arkana.near,2024-03-25,115459961,115459961,True
educatedbug6203290437.u.arkana.near,2024-03-25,115444955,115444955,True
embarrassedsavant3781102322.u.arkana.near,2024-03-25,115456354,115456354,True
endlessbelfry6406374978.u.arkana.near,2024-03-25,115466673,115466673,True
esotericaqueduct3917356816.u.arkana.near,2024-03-25,115470876,115470876,True
etherealbookshelf8048182620.u.arkana.near,2024-03-25,115467165,115467165,True
erraticlien1755268243.u.arkana.near,2024-03-25,115436690,115436690,True
expectantwhim852294657.u.arkana.near,2024-03-25,115455198,115455198,True
enormouscornet1408262373.u.arkana.near,2024-03-25,115433142,115433142,True
everlastingnonsmoker296021074.u.arkana.near,2024-03-25,115426632,115426632,True
factionalpituitary1897357319.u.arkana.near,2024-03-25,115444091,115444091,True
failingmanhunt8074187170.u.arkana.near,2024-03-25,115466372,115466372,True
ersatzreprisal1050373762.u.arkana.near,2024-03-25,115442563,115442563,True
fishytincture4598339551.u.arkana.near,2024-03-25,115459570,115459570,True
erigaby90.near,2024-03-25,"115450323,115450333,115450342,115450348,115450370,115450371","115450323,115450333,115450342,115450348,115450370,115450371",True
fethi07belf.near,2024-03-25,"115447548,115447556,115447563,115447569,115447573,115447578","115447548,115447556,115447563,115447569,115447573,115447578",True
flamboyantcatwalk346188978.u.arkana.near,2024-03-25,115444796,115444796,True
flatteredhairpiece3179373728.u.arkana.near,2024-03-25,115441607,115441607,True
fleetingtang5344311898.u.arkana.near,2024-03-25,115445512,115445512,True
frieddesecration6180357205.u.arkana.near,2024-03-25,115465019,115465019,True
futurelefty4298274092.u.arkana.near,2024-03-25,115447458,115447458,True
frostynoise4801375191.u.arkana.near,2024-03-25,115473083,115473083,True
full-fledgedsuperintendent558843453.u.arkana.near,2024-03-25,115461236,115461236,True
functioningmountain674829671.u.arkana.near,2024-03-25,115460192,115460192,True
fuzzyproductivity7062287229.u.arkana.near,2024-03-25,115425401,115425401,True
geographicalappellation1353299140.u.arkana.near,2024-03-25,115471087,115471087,True
gnarledharp7178357654.u.arkana.near,2024-03-25,115462092,115462092,True
gratifyingfudge122265428.u.arkana.near,2024-03-25,115473056,115473056,True
grizzleddelicatessen4723371812.u.arkana.near,2024-03-25,115464427,115464427,True
grotesquemango6529124615.u.arkana.near,2024-03-25,115428131,115428131,True
high-speedwreath4029297657.u.arkana.near,2024-03-25,115470954,115470954,True
homogeneouscorral7300167682.u.arkana.near,2024-03-25,115457009,115457009,True
handmadebreed8356337087.u.arkana.near,2024-03-25,115465803,115465803,True
gubernatorialoperative6696163724.u.arkana.near,2024-03-25,115445289,115445289,True
impoverishedgeneticist1094321946.u.arkana.near,2024-03-25,115465021,115465021,True
idyllicpurveyance8455278939.u.arkana.near,2024-03-25,115451759,115451759,True
inclinedmultimillionaire5663262490.u.arkana.near,2024-03-25,115431748,115431748,True
hoodedfeat5421111171.u.arkana.near,2024-03-25,115458949,115458949,True
intermediatewrong1801260820.u.arkana.near,2024-03-25,115459183,115459183,True
indigenousorgasm5030248466.u.arkana.near,2024-03-25,115466070,115466070,True
invisibleauger657369296.u.arkana.near,2024-03-25,115418780,115418780,True
jointduffel24364842.u.arkana.near,2024-03-25,115431577,115431577,True
injuredprisoner-of-war4576322360.u.arkana.near,2024-03-25,115461811,115461811,True
indoorrestaurateur79094859.u.arkana.near,2024-03-25,115449086,115449086,True
land-basedaxle7547354327.u.arkana.near,2024-03-25,115427973,115427973,True
jubilantschemer7118316598.u.arkana.near,2024-03-25,115465588,115465588,True
limplynching3061335680.u.arkana.near,2024-03-25,115453998,115453998,True
leadencalf374554541.u.arkana.near,2024-03-25,115441689,115441689,True
loathsomeparlour202395207.u.arkana.near,2024-03-25,115447893,115447893,True
listedundercarriage4108117881.u.arkana.near,2024-03-25,115427745,115427745,True
lucidoverstatement6136351379.u.arkana.near,2024-03-25,115462257,115462257,True
masscircumference7962327763.u.arkana.near,2024-03-25,115445317,115445317,True
nauseousranger8125310229.u.arkana.near,2024-03-25,115424738,115424738,True
metaphoricfancy5715374251.u.arkana.near,2024-03-25,115453882,115453882,True
one-timegoodbye803622634.u.arkana.near,2024-03-25,115441572,115441572,True
open-endedexhaust3332112525.u.arkana.near,2024-03-25,115454657,115454657,True
over-the-countervelour1148345467.u.arkana.near,2024-03-25,115448091,115448091,True
minimalimbecility8276148590.u.arkana.near,2024-03-25,115441988,115441988,True
noteworthyunderclass100534088.u.arkana.near,2024-03-25,115422539,115422539,True
perplexingbaker7537340025.u.arkana.near,2024-03-25,115433251,115433251,True
ongoingcellmate6844333215.u.arkana.near,2024-03-25,115451324,115451324,True
pornographictoothbrush5919167774.u.arkana.near,2024-03-25,115465659,115465659,True
overheadlatitude7629105303.u.arkana.near,2024-03-25,115465274,115465274,True
oversizedmaverick4246306328.u.arkana.near,2024-03-25,115426647,115426647,True
populousstarling4779352994.u.arkana.near,2024-03-25,115446227,115446227,True
potentialgrader297151299.u.arkana.near,2024-03-25,115431635,115431635,True
precipitousconvert3600273987.u.arkana.near,2024-03-25,115422880,115422880,True
preposterousreferee722224533.u.arkana.near,2024-03-25,115463668,115463668,True
preoccupiedrover3830374226.u.arkana.near,2024-03-25,115453513,115453513,True
pretrialgasket4953286421.u.arkana.near,2024-03-25,115469261,115469261,True
real-lifeopacity7096302314.u.arkana.near,2024-03-25,115444605,115444605,True
producingworkshop8571238048.u.arkana.near,2024-03-25,115463874,115463874,True
progressivelunatic8623112606.u.arkana.near,2024-03-25,115466550,115466550,True
protrudingimmediacy135517691.u.arkana.near,2024-03-25,115458746,115458746,True
recalcitranttyrant1018325188.u.arkana.near,2024-03-25,115472970,115472970,True
relevantcameraman1284173647.u.arkana.near,2024-03-25,"115460526,115460631","115460526,115460631",True
reservebrim837918634.u.arkana.near,2024-03-25,115457146,115457146,True
renownedclover241255825.u.arkana.near,2024-03-25,115472941,115472941,True
reveredbirder3640285544.u.arkana.near,2024-03-25,115468069,115468069,True
retroactivebaboon1052301250.u.arkana.near,2024-03-25,115461766,115461766,True
retaliatorybean210651583.u.arkana.near,2024-03-25,115437466,115437466,True
sealedtenet3302346297.u.arkana.near,2024-03-25,115416662,115416662,True
rhythmicmahogany445012602.u.arkana.near,2024-03-25,115456529,115456529,True
rewardingsnowball2606348466.u.arkana.near,2024-03-25,115454194,115454194,True
righteouschanting4821315321.u.arkana.near,2024-03-25,115427728,115427728,True
ruraloutlook6000288930.u.arkana.near,2024-03-25,115465914,115465914,True
second-ratelawman466140248.u.arkana.near,2024-03-25,115450729,115450729,True
self-imposeddisposal2550329028.u.arkana.near,2024-03-25,115451200,115451200,True
signedappraisal477891741.u.arkana.near,2024-03-25,115461621,115461621,True
shavenmesa568226531.u.arkana.near,2024-03-25,115441646,115441646,True
seriousmoth2700315313.u.arkana.near,2024-03-25,115425230,115425230,True
spottedtechnician1760354242.u.arkana.near,2024-03-25,115441565,115441565,True
silver-hairedreception220855853.u.arkana.near,2024-03-25,115422639,115422639,True
sinfulrefinery2042353861.u.arkana.near,2024-03-25,115467939,115467939,True
stampedcreche4510327388.u.arkana.near,2024-03-25,115425144,115425144,True
stationarytaxation308842557.u.arkana.near,2024-03-25,115425713,115425713,True
solublethe860161411.u.arkana.near,2024-03-25,115437501,115437501,True
stockyidealism398858963.u.arkana.near,2024-03-25,115458568,115458568,True
steamingglassware8065140718.u.arkana.near,2024-03-25,115464686,115464686,True
soddenencampment8684374747.u.arkana.near,2024-03-25,115462594,115462594,True
strategicvane4850350494.u.arkana.near,2024-03-25,115473159,115473159,True
sublimethug1855218720.u.arkana.near,2024-03-25,115467042,115467042,True
substantivesituation2457277749.u.arkana.near,2024-03-25,115465079,115465079,True
straightforwarddemolition6718375030.u.arkana.near,2024-03-25,115467798,115467798,True
swayingorthodontist8689257929.u.arkana.near,2024-03-25,115420562,115420562,True
suffocatingvial3981292557.u.arkana.near,2024-03-25,115465920,115465920,True
terrifyingtickle8182269640.u.arkana.near,2024-03-25,115457565,115457565,True
teenageflick14171110.u.arkana.near,2024-03-25,115462461,115462461,True
swellingtitle7127301478.u.arkana.near,2024-03-25,115450827,115450827,True
thinsurcharge740273930.u.arkana.near,2024-03-25,115459673,115459673,True
terseblackbird3212301840.u.arkana.near,2024-03-25,115462358,115462358,True
thoughtfulcabby2589261674.u.arkana.near,2024-03-25,115466769,115466769,True
thyroidescapist6609259111.u.arkana.near,2024-03-25,115407851,115407851,True
timidtortilla3615266350.u.arkana.near,2024-03-25,115418074,115418074,True
trackingmeristem1085113469.u.arkana.near,2024-03-25,115418573,115418573,True
tropicalmerry-go-round1505354743.u.arkana.near,2024-03-25,115426334,115426334,True
trustworthyexpropriation4842304981.u.arkana.near,2024-03-25,115455176,115455176,True
unbearablevanity6515357064.u.arkana.near,2024-03-25,115425481,115425481,True
unbelievablelumberyard796966099.u.arkana.near,2024-03-25,115427766,115427766,True
unfetteredtonic56387997.u.arkana.near,2024-03-25,115430218,115430218,True
unconventionalflight2359281003.u.arkana.near,2024-03-25,115461547,115461547,True
uncleanplay7019196086.u.arkana.near,2024-03-25,115456012,115456012,True
uninterestinggrin1397309132.u.arkana.near,2024-03-25,115421186,115421186,True
unduefoyer2211373078.u.arkana.near,2024-03-25,115427052,115427052,True
uprootedpathologist7914176499.u.arkana.near,2024-03-25,115465486,115465486,True
uptownbungalow1590372107.u.arkana.near,2024-03-25,115465129,115465129,True
venerablespraying596622063.u.arkana.near,2024-03-25,115425186,115425186,True
weakenedtravail613230023.u.arkana.near,2024-03-25,115432802,115432802,True
venerableridicule4204297902.u.arkana.near,2024-03-25,115423667,115423667,True
addictivecanton6859307460.u.arkana.near,2024-03-26,115537213,115537213,True
across-the-boardflirt3191258263.u.arkana.near,2024-03-26,115529486,115529486,True
wishfulself-sacrifice2279265935.u.arkana.near,2024-03-25,115470806,115470806,True
whimsicalscimitar7048295399.u.arkana.near,2024-03-25,115471100,115471100,True
x.paras.near,2024-03-25,"115412921,115413094,115413215,115413429,115413469,115452041,115469226,115469383,115470417","115412921,115413094,115413215,115413429,115413469,115452041,115469226,115469383,115470417",True
agedabdication4188159768.u.arkana.near,2024-03-26,115508592,115508592,True
academicboor5965376868.u.arkana.near,2024-03-26,115523435,115523435,True
alarmedchieftain2771295921.u.arkana.near,2024-03-26,115494712,115494712,True
account_creator.near,2024-03-26,"115527951,115534153","115527951,115534153",True
askewgarnet3852289836.u.arkana.near,2024-03-26,115503261,115503261,True
archtoboggan5723111241.u.arkana.near,2024-03-26,115517406,115517406,True
aggravatedthunderstorm5387309077.u.arkana.near,2024-03-26,115495261,115495261,True
assistantupswing1064377335.u.arkana.near,2024-03-26,115536576,115536576,True
aromaticattribution8492237717.u.arkana.near,2024-03-26,115519255,115519255,True
astutedeath546332205.u.arkana.near,2024-03-26,115491447,115491447,True
astoundingmoon7927358251.u.arkana.near,2024-03-26,115522559,115522559,True
athleticrun-up581853746.u.arkana.near,2024-03-26,115524889,115524889,True
atmosphericdispensation3288261153.u.arkana.near,2024-03-26,115534104,115534104,True
baldingwishbone2441314951.u.arkana.near,2024-03-26,115532849,115532849,True
bassfilter1488108614.u.arkana.near,2024-03-26,115498137,115498137,True
boldchoice8051305294.u.arkana.near,2024-03-26,115497037,115497037,True
breathlessamputation1095332085.u.arkana.near,2024-03-26,115529970,115529970,True
blisteringinterception7378377211.u.arkana.near,2024-03-26,115532584,115532584,True
bofobelkh.near,2024-03-26,115522886,115522886,True
born-againgrimace5804377170.u.arkana.near,2024-03-26,115531780,115531780,True
chargedboundary4336337943.u.arkana.near,2024-03-26,115514314,115514314,True
climacticwhiskey7200311114.u.arkana.near,2024-03-26,115496854,115496854,True
clearedelite7870374936.u.arkana.near,2024-03-26,115536129,115536129,True
capablefluff8041189528.u.arkana.near,2024-03-26,115519036,115519036,True
best-sellinghostelry6870375724.u.arkana.near,2024-03-26,115494973,115494973,True
candidshiksa1598357388.u.arkana.near,2024-03-26,115529705,115529705,True
cloudlessmastectomy6058315017.u.arkana.near,2024-03-26,115539508,115539508,True
comprehensiblepulp2891377415.u.arkana.near,2024-03-26,115539411,115539411,True
collectivesoul1526310328.u.arkana.near,2024-03-26,115485564,115485564,True
clumsyallure8001335844.u.arkana.near,2024-03-26,"115536586,115538024","115536586,115538024",True
congressionalshroud8523291458.u.arkana.near,2024-03-26,115498241,115498241,True
contractingimpossibility6783345288.u.arkana.near,2024-03-26,115536511,115536511,True
cornytravail1805124993.u.arkana.near,2024-03-26,115539953,115539953,True
cosmopolitanpropensity7509337406.u.arkana.near,2024-03-26,115500020,115500020,True
crossedclash336917035.u.arkana.near,2024-03-26,115538071,115538071,True
crankygreenhorn441283608.u.arkana.near,2024-03-26,115522044,115522044,True
curlystammer6086370158.u.arkana.near,2024-03-26,115493022,115493022,True
costlycorduroy2155376729.u.arkana.near,2024-03-26,115520943,115520943,True
crossedprophetess760429684.u.arkana.near,2024-03-26,115502329,115502329,True
deepurchin7045256987.u.arkana.near,2024-03-26,115501795,115501795,True
defeatedsavor3071318407.u.arkana.near,2024-03-26,115522495,115522495,True
discreetbabble4592296271.u.arkana.near,2024-03-26,115497942,115497942,True
derisivewhiskey3610335904.u.arkana.near,2024-03-26,115504775,115504775,True
dependablemeltdown8391337240.u.arkana.near,2024-03-26,115533535,115533535,True
deficientintelligence2955339554.u.arkana.near,2024-03-26,115492524,115492524,True
distressingphysiologist124119670.u.arkana.near,2024-03-26,115539938,115539938,True
divingopera813344577.u.arkana.near,2024-03-26,115538491,115538491,True
disillusionedformance3853290795.u.arkana.near,2024-03-26,115534998,115534998,True
disorganizedscullery3880267185.u.arkana.near,2024-03-26,115537480,115537480,True
dismalfoothold4225176134.u.arkana.near,2024-03-26,115522388,115522388,True
dizzyingdeputation1280267852.u.arkana.near,2024-03-26,115523201,115523201,True
displacedknife2818377335.u.arkana.near,2024-03-26,115536579,115536579,True
dogmaticruffian6711279209.u.arkana.near,2024-03-26,115523583,115523583,True
drainedphoto79557907.u.arkana.near,2024-03-26,115519435,115519435,True
egalitarianradius1158119411.u.arkana.near,2024-03-26,115530423,115530423,True
ephemeraljob3155121198.u.arkana.near,2024-03-26,115495711,115495711,True
educationalsecretary468224349.u.arkana.near,2024-03-26,115540281,115540281,True
equestrianmyrtle4934362660.u.arkana.near,2024-03-26,115497230,115497230,True
eloquentslander1684114500.u.arkana.near,2024-03-26,115522572,115522572,True
expressedjacket6866252156.u.arkana.near,2024-03-26,115496826,115496826,True
dyingsun4756375810.u.arkana.near,2024-03-26,115496516,115496516,True
ethicaldegradation5590358251.u.arkana.near,2024-03-26,115498294,115498294,True
extrinsicdockside6009169195.u.arkana.near,2024-03-26,115490338,115490338,True
fattyrube7468358925.u.arkana.near,2024-03-26,115521945,115521945,True
floriddemesne6096345434.u.arkana.near,2024-03-26,115536744,115536744,True
fattysponsor392712831.u.arkana.near,2024-03-26,115491502,115491502,True
franticplacard2208113230.u.arkana.near,2024-03-26,115527866,115527866,True
floweringheavyweight1448328696.u.arkana.near,2024-03-26,115526252,115526252,True
frigidbroil5607315637.u.arkana.near,2024-03-26,115503915,115503915,True
fleeingbattle1615377002.u.arkana.near,2024-03-26,"115526632,115529088","115526632,115529088",True
hashishcord3520343673.u.arkana.near,2024-03-26,115491478,115491478,True
hour-longevent627726507.u.arkana.near,2024-03-26,115505157,115505157,True
gloomyspirituality3786125484.u.arkana.near,2024-03-26,115493267,115493267,True
hybridegotist4656307484.u.arkana.near,2024-03-26,115519356,115519356,True
grindingbacklog8202374587.u.arkana.near,2024-03-26,115534379,115534379,True
grosspromoter4547274414.u.arkana.near,2024-03-26,115493392,115493392,True
heroiccoating7014207190.u.arkana.near,2024-03-26,115512920,115512920,True
furiouspusher1694376845.u.arkana.near,2024-03-26,115524559,115524559,True
immobilesurprise8265193953.u.arkana.near,2024-03-26,115530689,115530689,True
hoarsecart192929733.u.arkana.near,2024-03-26,115485687,115485687,True
imperceptibleoiler6952276378.u.arkana.near,2024-03-26,115509388,115509388,True
hypocriticalcountess1549377304.u.arkana.near,2024-03-26,115536091,115536091,True
importedcoolant3824375710.u.arkana.near,2024-03-26,115494335,115494335,True
incomparableshowdown4177127900.u.arkana.near,2024-03-26,115532212,115532212,True
imyayatoure35.near,2024-03-26,115538468,115538468,True
informedprodigy5917328353.u.arkana.near,2024-03-26,115520446,115520446,True
informativeshortage485030819.u.arkana.near,2024-03-26,115532623,115532623,True
interapocalypse4612117934.u.arkana.near,2024-03-26,115520488,115520488,True
iratechin611893805.u.arkana.near,2024-03-26,115498992,115498992,True
irritatingsaddlebag8465122357.u.arkana.near,2024-03-26,115507432,115507432,True
jumpybackdoor3701263493.u.arkana.near,2024-03-26,"115503085,115503152","115503085,115503152",True
kineticfir7535326703.u.arkana.near,2024-03-26,115494111,115494111,True
joyfulsimplification3005108273.u.arkana.near,2024-03-26,115542479,115542479,True
law-enforcementbarter1257306326.u.arkana.near,2024-03-26,115493782,115493782,True
languidthe7484322125.u.arkana.near,2024-03-26,115497163,115497163,True
law-enforcementpillar6634354945.u.arkana.near,2024-03-26,115494030,115494030,True
law-enforcementconversationalist2965349475.u.arkana.near,2024-03-26,115520659,115520659,True
liberatinglair1789243523.u.arkana.near,2024-03-26,115528034,115528034,True
leadengavel3068290802.u.arkana.near,2024-03-26,115513095,115513095,True
layformation2209288887.u.arkana.near,2024-03-26,115505098,115505098,True
life-sizeinventor6690263493.u.arkana.near,2024-03-26,115536737,115536737,True
liberalreality10526236.u.arkana.near,2024-03-26,115496857,115496857,True
longtermsurrender424826522.u.arkana.near,2024-03-26,115494209,115494209,True
linkedthrashing6440353920.u.arkana.near,2024-03-26,115514073,115514073,True
lopsidedsloop8921144787.u.arkana.near,2024-03-26,115523525,115523525,True
loudtin2621333307.u.arkana.near,2024-03-26,115518488,115518488,True
maskedodyssey412133170.u.arkana.near,2024-03-26,115522538,115522538,True
malignantrelativist5344377044.u.arkana.near,2024-03-26,115542798,115542798,True
mathematicaldrowning4505121794.u.arkana.near,2024-03-26,115494193,115494193,True
maskedlength3159308748.u.arkana.near,2024-03-26,115524430,115524430,True
million-dollariodide1752377207.u.arkana.near,2024-03-26,115532511,115532511,True
managerialpurveyance1555377195.u.arkana.near,2024-03-26,115532166,115532166,True
misshapencriticism7458303891.u.arkana.near,2024-03-26,115516344,115516344,True
missingdeceiver2320316748.u.arkana.near,2024-03-26,115540893,115540893,True
modeststyle1192123242.u.arkana.near,2024-03-26,115507791,115507791,True
nuclearsinkhole848617345.u.arkana.near,2024-03-26,115530461,115530461,True
modernabductor6956375691.u.arkana.near,2024-03-26,115493696,115493696,True
motionlessalderman1787376879.u.arkana.near,2024-03-26,115523588,115523588,True
one-manblister8114300827.u.arkana.near,2024-03-26,115508391,115508391,True
motleyconservationist4607376948.u.arkana.near,2024-03-26,115525113,115525113,True
nutsnarrative660642947.u.arkana.near,2024-03-26,"115490767,115492817","115490767,115492817",True
opensignificance7414121944.u.arkana.near,2024-03-26,115535268,115535268,True
over-the-counterbusiness6751171846.u.arkana.near,2024-03-26,115478814,115478814,True
petulantembezzler8342332494.u.arkana.near,2024-03-26,115522976,115522976,True
overheadwitness7367335330.u.arkana.near,2024-03-26,115520801,115520801,True
pedagogicalkisser3261377369.u.arkana.near,2024-03-26,115537623,115537623,True
peacefulrubber-stamp5360376607.u.arkana.near,2024-03-26,115516942,115516942,True
perniciousagreement624465533.u.arkana.near,2024-03-26,115500950,115500950,True
painstakingrash3253377333.u.arkana.near,2024-03-26,115536477,115536477,True
pinkproclivity7917260351.u.arkana.near,2024-03-26,115487822,115487822,True
phenomenalsofa1528119089.u.arkana.near,2024-03-26,115537730,115537730,True
plushcountry7422109113.u.arkana.near,2024-03-26,115535710,115535710,True
paganosinswing.near,2024-03-26,115523475,115523475,True
predominantleftist4801123090.u.arkana.near,2024-03-26,115519820,115519820,True
presumeddownfall7118347490.u.arkana.near,2024-03-26,115492539,115492539,True
prizedorgy7770139646.u.arkana.near,2024-03-26,115516190,115516190,True
producingwoodsman1931114166.u.arkana.near,2024-03-26,115502652,115502652,True
proficientcoauthor5288357267.u.arkana.near,2024-03-26,115535378,115535378,True
purplisharmoire1928323287.u.arkana.near,2024-03-26,115533751,115533751,True
queasyvowel4999290517.u.arkana.near,2024-03-26,115521951,115521951,True
projectedinterval5768376014.u.arkana.near,2024-03-26,115502117,115502117,True
profoundgreenback4487376971.u.arkana.near,2024-03-26,115525739,115525739,True
quickabdomen5808138931.u.arkana.near,2024-03-26,115541922,115541922,True
quixoticlad367189946.u.arkana.near,2024-03-26,115486889,115486889,True
responsiveblacksmith7285344996.u.arkana.near,2024-03-26,115523367,115523367,True
rearingwalkie-talkie634285903.u.arkana.near,2024-03-26,115515083,115515083,True
reminiscentcarburetor4562258211.u.arkana.near,2024-03-26,115502354,115502354,True
retailjungle5880370477.u.arkana.near,2024-03-26,115487908,115487908,True
resultantdecadent8062301124.u.arkana.near,2024-03-26,115538361,115538361,True
retroactivewarhead2282252671.u.arkana.near,2024-03-26,115503207,115503207,True
restfuldenouement5986307319.u.arkana.near,2024-03-26,115493031,115493031,True
reticentswarm5211263681.u.arkana.near,2024-03-26,115536027,115536027,True
revealingatom5902302990.u.arkana.near,2024-03-26,115503740,115503740,True
rousingchronology360545287.u.arkana.near,2024-03-26,115505891,115505891,True
ruggedresidue4210117161.u.arkana.near,2024-03-26,115529781,115529781,True
rusticplural3554171083.u.arkana.near,2024-03-26,115540811,115540811,True
scarletsadist204066075.u.arkana.near,2024-03-26,115532169,115532169,True
sexualconvulsion2212319295.u.arkana.near,2024-03-26,115517582,115517582,True
satiricalthyme1835376357.u.arkana.near,2024-03-26,115510159,115510159,True
seatedpuck8605243486.u.arkana.near,2024-03-26,115536937,115536937,True
secretliaison4317280951.u.arkana.near,2024-03-26,115503501,115503501,True
shadedflea7372241877.u.arkana.near,2024-03-26,115497342,115497342,True
scrupulousextent5618296036.u.arkana.near,2024-03-26,115490469,115490469,True
shadywimp8710297868.u.arkana.near,2024-03-26,115496047,115496047,True
societaljector7522376932.u.arkana.near,2024-03-26,115524817,115524817,True
skilledreflection3726345733.u.arkana.near,2024-03-26,115532177,115532177,True
socalledmix185131640.u.arkana.near,2024-03-26,115516971,115516971,True
shapedcloth4067284159.u.arkana.near,2024-03-26,115505103,115505103,True
snowytreadmill3928376870.u.arkana.near,2024-03-26,115523522,115523522,True
spinalroute523012384.u.arkana.near,2024-03-26,115520795,115520795,True
sprawlingdefinition4523358253.u.arkana.near,2024-03-26,115512079,115512079,True
stalwartguarantee729712877.u.arkana.near,2024-03-26,115538856,115538856,True
stalwartgentlewoman5163376427.u.arkana.near,2024-03-26,115512125,115512125,True
staggeringinsincerity819818309.u.arkana.near,2024-03-26,115488535,115488535,True
stand-upnut2044133940.u.arkana.near,2024-03-26,115507459,115507459,True
stripedhousekeeper5519285012.u.arkana.near,2024-03-26,115511934,115511934,True
stuntedcoliseum1869359090.u.arkana.near,2024-03-26,115538847,115538847,True
swayingrail6583342748.u.arkana.near,2024-03-26,115529228,115529228,True
sweepingafghan4092257389.u.arkana.near,2024-03-26,115501108,115501108,True
tartshow1777325609.u.arkana.near,2024-03-26,115538805,115538805,True
thornyclaimant7715360826.u.arkana.near,2024-03-26,115525004,115525004,True
thrivinggirdle8017256538.u.arkana.near,2024-03-26,115494354,115494354,True
tiredpredicament3006289742.u.arkana.near,2024-03-26,115491962,115491962,True
top-levelratification3543173901.u.arkana.near,2024-03-26,115517797,115517797,True
transientwhistling4917354116.u.arkana.near,2024-03-26,115497363,115497363,True
trailingcarcass6532335833.u.arkana.near,2024-03-26,115520533,115520533,True
transientbeam4186340633.u.arkana.near,2024-03-26,115488644,115488644,True
twelve-year-oldwalk-up7691302713.u.arkana.near,2024-03-26,115533217,115533217,True
tryingpane1573170506.u.arkana.near,2024-03-26,115492744,115492744,True
unaccustomedpacket8724119793.u.arkana.near,2024-03-26,115526575,115526575,True
uncomfortablesurety6172261306.u.arkana.near,2024-03-26,115502031,115502031,True
unevenbushel736314482.u.arkana.near,2024-03-26,115532372,115532372,True
uncomfortablesycamore7752285471.u.arkana.near,2024-03-26,115497553,115497553,True
unmannedcounsellor4421117614.u.arkana.near,2024-03-26,115522429,115522429,True
unmatchedpelt4939311034.u.arkana.near,2024-03-26,115490379,115490379,True
unfulfilledexpansion1202375666.u.arkana.near,2024-03-26,115493200,115493200,True
unrealbadger8956188123.u.arkana.near,2024-03-26,115501276,115501276,True
unperturbedhunt6926357488.u.arkana.near,2024-03-26,115493250,115493250,True
unreasonablecavity1310303815.u.arkana.near,2024-03-26,115520611,115520611,True
unspoiledmalpractice7338377418.u.arkana.near,2024-03-26,115539474,115539474,True
untouchabledairy8603375640.u.arkana.near,2024-03-26,115500637,115500637,True
variousterritory4387354493.u.arkana.near,2024-03-26,115526651,115526651,True
versatilespa8133169713.u.arkana.near,2024-03-26,115520429,115520429,True
vigilantbarter6812244491.u.arkana.near,2024-03-26,115517823,115517823,True
veteranbourbon234838758.u.arkana.near,2024-03-26,115536718,115536718,True
vlofoto81.near,2024-03-26,115525265,115525265,True
virgingurdwara3625172882.u.arkana.near,2024-03-26,115503832,115503832,True
volatileprivation256852368.u.arkana.near,2024-03-26,115527664,115527664,True
well-dressedclause2872284984.u.arkana.near,2024-03-26,115524698,115524698,True
widelowland1937353564.u.arkana.near,2024-03-26,115539645,115539645,True
wispydrunk256530341.u.arkana.near,2024-03-26,115527373,115527373,True
wroughtnightingale406145321.u.arkana.near,2024-03-26,115490259,115490259,True
