Receiver ID,Block Date,Block Heights not present in Index Files,Block Heights not present in Databricks
maritimegentleman5341140423.u.arkana.near,2024-03-23,115322321,115322321
jaggedfad5959179465.u.arkana.near,2024-03-23,115285592,115285592
land-basedaxle7547354327.u.arkana.near,2024-03-23,115289858,115289858
medium-sizedwane235450964.u.arkana.near,2024-03-23,115301929,115301929
literarysilage3196300406.u.arkana.near,2024-03-23,115326358,115326358
maroonlineage6237124911.u.arkana.near,2024-03-23,115324170,115324170
manufacturedepic2239366443.u.arkana.near,2024-03-23,115314219,115314219
lastinggout8447328139.u.arkana.near,2024-03-23,115281404,115281404
man-madecontinuation2142273779.u.arkana.near,2024-03-23,115294304,115294304
managerialbunker4468291865.u.arkana.near,2024-03-23,115297129,115297129
mindfulvow8461179808.u.arkana.near,2024-03-23,115333405,115333405
negligibledivestiture61278570.u.arkana.near,2024-03-23,115315497,115315497
matchedoption2728367259.u.arkana.near,2024-03-23,115322300,115322300
nightlydishwasher5367273633.u.arkana.near,2024-03-23,115305598,115305598
moonlitingenue8617323561.u.arkana.near,2024-03-23,115321179,115321179
monogamousloo1087358595.u.arkana.near,2024-03-23,115316626,115316626
noisyreflex7337367723.u.arkana.near,2024-03-23,115331285,115331285
oil-producingcat8039126071.u.arkana.near,2024-03-23,115327388,115327388
obligingprowler708780424.u.arkana.near,2024-03-23,115329449,115329449
oil-richtussle446973548.u.arkana.near,2024-03-23,115291144,115291144
ongoingair-conditioner8850113838.u.arkana.near,2024-03-23,115286516,115286516
nursingoscilloscope479785835.u.arkana.near,2024-03-23,115323498,115323498
optionalpatsy7405336633.u.arkana.near,2024-03-23,115288108,115288108
outlawedparadigm2159326895.u.arkana.near,2024-03-23,115291091,115291091
overheadvial5338268661.u.arkana.near,2024-03-23,115290401,115290401
payableglance726072428.u.arkana.near,2024-03-23,115290986,115290986
outlyingopportunist808167335.u.arkana.near,2024-03-23,115314922,115314922
pastelbeginner661168455.u.arkana.near,2024-03-23,115320037,115320037
parallelshank2145348040.u.arkana.near,2024-03-23,115315939,115315939
openstimulation4821276043.u.arkana.near,2024-03-23,115320791,115320791
papalfraud3501365040.u.arkana.near,2024-03-23,115305238,115305238
perpetualactor2108294119.u.arkana.near,2024-03-23,115290620,115290620
pleatedaggravation5592358451.u.arkana.near,2024-03-23,115292090,115292090
preferentialell6470357021.u.arkana.near,2024-03-23,115297858,115297858
preservingtrot3892363384.u.arkana.near,2024-03-23,115292056,115292056
preservinginconvenience4567140134.u.arkana.near,2024-03-23,115326380,115326380
pollutedannouncement6400362843.u.arkana.near,2024-03-23,115290603,115290603
present-daymount8756208274.u.arkana.near,2024-03-23,115329408,115329408
processedinsincerity7071342522.u.arkana.near,2024-03-23,115319509,115319509
priorjudging6999122998.u.arkana.near,2024-03-23,115311380,115311380
processedcategory8829176933.u.arkana.near,2024-03-23,115265285,115265285
professionalriding6974126501.u.arkana.near,2024-03-23,115293172,115293172
prolificinspection155678220.u.arkana.near,2024-03-23,115290933,115290933
provincialportrayal4398366880.u.arkana.near,2024-03-23,115317788,115317788
punyreappearance1332314637.u.arkana.near,2024-03-23,115291045,115291045
provisionalhomage8015316571.u.arkana.near,2024-03-23,115315675,115315675
ragingscum6788356734.u.arkana.near,2024-03-23,115287077,115287077
reactionarytransfer2060362650.u.arkana.near,2024-03-23,115299302,115299302
reformededict357221654.u.arkana.near,2024-03-23,115286537,115286537
reminiscentcynic2895163010.u.arkana.near,2024-03-23,115283031,115283031
rustytaste6443356315.u.arkana.near,2024-03-23,115282694,115282694
saiful_abd.near,2024-03-23,115336416,115336416
reciprocalmotorman2090313748.u.arkana.near,2024-03-23,115331905,115331905
regulatoryprimitive1419357870.u.arkana.near,2024-03-23,115317974,115317974
resilientdressmaker6247289435.u.arkana.near,2024-03-23,115289223,115289223
reformedlitter235553572.u.arkana.near,2024-03-23,115312860,115312860
secretivebrief571029865.u.arkana.near,2024-03-23,115286560,115286560
scarletpenumbra2422307760.u.arkana.near,2024-03-23,115302012,115302012
scalytank8416363355.u.arkana.near,2024-03-23,115291330,115291330
shrillapprentice4392323313.u.arkana.near,2024-03-23,115285530,115285530
soaringheaven6143362349.u.arkana.near,2024-03-23,115327431,115327431
separateddistinction1037132534.u.arkana.near,2024-03-23,115290114,115290114
subatomicicing8236287951.u.arkana.near,2024-03-23,115284854,115284854
surlyirrelevance4643162287.u.arkana.near,2024-03-23,115304594,115304594
supplementarylimestone1212140021.u.arkana.near,2024-03-23,115330636,115330636
sinisterjudge719286104.u.arkana.near,2024-03-23,115316233,115316233
standbyhumbug2065278096.u.arkana.near,2024-03-23,115331073,115331073
splitseaplane5750285149.u.arkana.near,2024-03-23,115284106,115284106
synonymoustenet8742189913.u.arkana.near,2024-03-23,115283630,115283630
stepped-upneighborhood8547276325.u.arkana.near,2024-03-23,115313602,115313602
tandanger6087367762.u.arkana.near,2024-03-23,115332425,115332425
tax-exemptabsolutist5234141668.u.arkana.near,2024-03-23,115289102,115289102
temporaryread4969217801.u.arkana.near,2024-03-23,115313687,115313687
thyroidnegative2491257419.u.arkana.near,2024-03-23,115281852,115281852
toxicurgency219131220.u.arkana.near,2024-03-23,115281286,115281286
troublingchambermaid4525335491.u.arkana.near,2024-03-23,115302372,115302372
turbulentprimate458215130.u.arkana.near,2024-03-23,115323991,115323991
unawarepartake1814324601.u.arkana.near,2024-03-23,115325668,115325668
two-year-oldcritic769416578.u.arkana.near,2024-03-23,115330460,115330460
undergroundcreature4031339552.u.arkana.near,2024-03-23,115289861,115289861
unfavorablesquatter7878343565.u.arkana.near,2024-03-23,115304227,115304227
unpaidantibiotic1198359312.u.arkana.near,2024-03-23,115309621,115309621
unfamiliarwindow592069900.u.arkana.near,2024-03-23,115290122,115290122
unfortunateshareholder2005182451.u.arkana.near,2024-03-23,115277495,115277495
undulatingrepertoire1991352774.u.arkana.near,2024-03-23,115285070,115285070
uppermostpecan6653298267.u.arkana.near,2024-03-23,115281794,115281794
warringsissy3878333047.u.arkana.near,2024-03-23,115329839,115329839
unreliablecapability791881317.u.arkana.near,2024-03-23,115286896,115286896
whippedglue1972363471.u.arkana.near,2024-03-23,115293617,115293617
wingedspacesuit6477173961.u.arkana.near,2024-03-23,115326650,115326650
absorbingink219618590.u.arkana.near,2024-03-24,115364884,115364884
woventhunderclap7131319876.u.arkana.near,2024-03-23,115330641,115330641
wontseat386217909.u.arkana.near,2024-03-23,115317745,115317745
acoustictwitch2387100675.u.arkana.near,2024-03-24,115378053,115378053
acknowledgeddeveloper5247363433.u.arkana.near,2024-03-24,115363190,115363190
adoptedoutput8443314487.u.arkana.near,2024-03-24,115350485,115350485
air-conditionedlandlord6713192268.u.arkana.near,2024-03-24,115356105,115356105
aestheticbeagle8672327472.u.arkana.near,2024-03-24,115363035,115363035
alertpropriety4506289835.u.arkana.near,2024-03-24,115386653,115386653
backwardfluting5085210025.u.arkana.near,2024-03-24,115391717,115391717
bathingwedding2312177478.u.arkana.near,2024-03-24,115382426,115382426
beguilingboiler8097324305.u.arkana.near,2024-03-24,115378231,115378231
anticipatednative4614322036.u.arkana.near,2024-03-24,115382551,115382551
assuredshale306746507.u.arkana.near,2024-03-24,115348116,115348116
ancestrallatch2279318459.u.arkana.near,2024-03-24,115393709,115393709
arcticsire732867461.u.arkana.near,2024-03-24,115370671,115370671
avant-gardesalt1383347043.u.arkana.near,2024-03-24,115392015,115392015
authoritativeaddition6655347129.u.arkana.near,2024-03-24,115401943,115401943
big-timereach8644336999.u.arkana.near,2024-03-24,115358906,115358906
beardedautocracy6371142606.u.arkana.near,2024-03-24,115378439,115378439
centristpurr4555118626.u.arkana.near,2024-03-24,115377882,115377882
burnthowitzer5223142340.u.arkana.near,2024-03-24,115371019,115371019
boldabsorption8540128111.u.arkana.near,2024-03-24,115389729,115389729
bustlingpineapple5596279760.u.arkana.near,2024-03-24,115364657,115364657
charitablecolonization230342677.u.arkana.near,2024-03-24,115360324,115360324
civilflasher6853358369.u.arkana.near,2024-03-24,115384076,115384076
connectivewashbasin6132345967.u.arkana.near,2024-03-24,115383721,115383721
chunkycoke8507291872.u.arkana.near,2024-03-24,115363854,115363854
concertednickname760133400.u.arkana.near,2024-03-24,115400079,115400079
confusedtemptation2780349584.u.arkana.near,2024-03-24,115367275,115367275
conqueredapartment117342000.u.arkana.near,2024-03-24,115376459,115376459
convertibleamour4203332434.u.arkana.near,2024-03-24,115386689,115386689
continuoussuicide2868298379.u.arkana.near,2024-03-24,115370501,115370501
continentallair235576025.u.arkana.near,2024-03-24,115363961,115363961
correcternment341062719.u.arkana.near,2024-03-24,115375194,115375194
coyherald7964119547.u.arkana.near,2024-03-24,115389519,115389519
cozycedar1965345802.u.arkana.near,2024-03-24,115354664,115354664
curlyperience5567296422.u.arkana.near,2024-03-24,115381061,115381061
decentralizedstockpile844045903.u.arkana.near,2024-03-24,115384646,115384646
dazzlingmerchantman4382358251.u.arkana.near,2024-03-24,115388199,115388199
dazedpigment6132334912.u.arkana.near,2024-03-24,115377013,115377013
demonicsteamer2554316747.u.arkana.near,2024-03-24,115394703,115394703
developedclan5171319855.u.arkana.near,2024-03-24,115363508,115363508
discouragingprophecy6554125658.u.arkana.near,2024-03-24,115353302,115353302
disguisedairing5382333014.u.arkana.near,2024-03-24,115346549,115346549
dialecticaltarantula473532225.u.arkana.near,2024-03-24,115394760,115394760
disguisedliege7109172582.u.arkana.near,2024-03-24,115353334,115353334
disgustingsepulcher3220178123.u.arkana.near,2024-03-24,115388828,115388828
disparatequiver6553322519.u.arkana.near,2024-03-24,115374172,115374172
dividingharrow5169187955.u.arkana.near,2024-03-24,115391675,115391675
divisionaldivider7529306294.u.arkana.near,2024-03-24,115359695,115359695
do-it-yourselfskimmer1715352204.u.arkana.near,2024-03-24,115349548,115349548
doomedestimate4113102029.u.arkana.near,2024-03-24,115373429,115373429
doctoralradiator2269314028.u.arkana.near,2024-03-24,115385853,115385853
eloquentutterance2116284452.u.arkana.near,2024-03-24,115347967,115347967
enragedbooby4936297587.u.arkana.near,2024-03-24,115364492,115364492
exiledracer1667180524.u.arkana.near,2024-03-24,115398634,115398634
expertprovider2430124782.u.arkana.near,2024-03-24,115394282,115394282
fallingcovering6285348207.u.arkana.near,2024-03-24,"115386235,115390547","115386235,115390547"
factualearplug6524327660.u.arkana.near,2024-03-24,115383382,115383382
evasivesample6708257980.u.arkana.near,2024-03-24,115397805,115397805
favoredmountainside4924160463.u.arkana.near,2024-03-24,115385470,115385470
exuberantasteroid4601177509.u.arkana.near,2024-03-24,115375090,115375090
fiscalhumility181343424.u.arkana.near,2024-03-24,115399969,115399969
fallingresentment7218300438.u.arkana.near,2024-03-24,115385827,115385827
fastidioustwerp8850135413.u.arkana.near,2024-03-24,115374925,115374925
flippingscene6747349735.u.arkana.near,2024-03-24,115359915,115359915
fattydespair7985370716.u.arkana.near,2024-03-24,115376731,115376731
featheredincarceration656938649.u.arkana.near,2024-03-24,115384903,115384903
formalhoot3102209998.u.arkana.near,2024-03-24,115392156,115392156
front-linespender5734201560.u.arkana.near,2024-03-24,115375035,115375035
four-yeardouche4285369108.u.arkana.near,2024-03-24,115366054,115366054
fruitfulfuture2018315817.u.arkana.near,2024-03-24,115359528,115359528
glacialsausage6191300392.u.arkana.near,2024-03-24,115363435,115363435
frustratedsweater6345325535.u.arkana.near,2024-03-24,115366187,115366187
grilledcouplet1243174150.u.arkana.near,2024-03-24,115368283,115368283
gravitationalparable7691108240.u.arkana.near,2024-03-24,115393184,115393184
grown-upbroom7209196923.u.arkana.near,2024-03-24,115364159,115364159
grimyshack2315307307.u.arkana.near,2024-03-24,115391078,115391078
good-naturedsentence599919255.u.arkana.near,2024-03-24,115362677,115362677
high-ceilingedyearling8346257646.u.arkana.near,2024-03-24,115391026,115391026
holypurveyor1151336509.u.arkana.near,2024-03-24,115373543,115373543
horrifyingoviduct528599504.u.arkana.near,2024-03-24,115354632,115354632
hopelessharpy6302124428.u.arkana.near,2024-03-24,115368057,115368057
incomprehensibleplant5964306717.u.arkana.near,2024-03-24,115393195,115393195
illustratedpea1456261373.u.arkana.near,2024-03-24,115366448,115366448
impulsiveblend6349315460.u.arkana.near,2024-03-24,115354469,115354469
infrequentoscilloscope6696289324.u.arkana.near,2024-03-24,115394360,115394360
inhospitablebrush3018350960.u.arkana.near,2024-03-24,115399314,115399314
infirmaqueduct7818342643.u.arkana.near,2024-03-24,115387333,115387333
joblessanger6323321910.u.arkana.near,2024-03-24,115372991,115372991
instantrustle6747303276.u.arkana.near,2024-03-24,115364017,115364017
intolerantguesthouse8109255881.u.arkana.near,2024-03-24,115393504,115393504
knowledgeablesuppression6835353042.u.arkana.near,2024-03-24,115379857,115379857
leakyaccomplishment4047121047.u.arkana.near,2024-03-24,115363901,115363901
leatherysprinkler7686371436.u.arkana.near,2024-03-24,115384366,115384366
leatherysupplication6322313162.u.arkana.near,2024-03-24,115385114,115385114
lousyshift1519317071.u.arkana.near,2024-03-24,115363843,115363843
lustyfloor5643287466.u.arkana.near,2024-03-24,115376959,115376959
lumpyharangue6590348960.u.arkana.near,2024-03-24,115396185,115396185
low-incomebraggart3464257442.u.arkana.near,2024-03-24,115371744,115371744
maintaxation4386318367.u.arkana.near,2024-03-24,115358430,115358430
manageabledowager4116307619.u.arkana.near,2024-03-24,115371426,115371426
marinegentleman3149355576.u.arkana.near,2024-03-24,115360263,115360263
massivenod3754350262.u.arkana.near,2024-03-24,"115355715,115355870","115355715,115355870"
menacingpullback8657296688.u.arkana.near,2024-03-24,115363793,115363793
moonlitinsignia7108338193.u.arkana.near,2024-03-24,115351411,115351411
modernistself-examination339752154.u.arkana.near,2024-03-24,115383227,115383227
narcissisticprotection2955121558.u.arkana.near,2024-03-24,115368714,115368714
narcissisticrim779120406.u.arkana.near,2024-03-24,115387049,115387049
naggingstage654745069.u.arkana.near,2024-03-24,115373249,115373249
nonpartisanretort5951339562.u.arkana.near,2024-03-24,115359647,115359647
necessarytheorem857363599.u.arkana.near,2024-03-24,115374607,115374607
nearhost1166.near,2024-03-24,115352888,115352888
nursingsleepwalker6013356281.u.arkana.near,2024-03-24,115350513,115350513
outdatedrecital5731358337.u.arkana.near,2024-03-24,115367690,115367690
over-the-counterdiminutive3811357556.u.arkana.near,2024-03-24,115376786,115376786
paramilitarytroika3476298981.u.arkana.near,2024-03-24,115349773,115349773
parchedenlistment7911354639.u.arkana.near,2024-03-24,115382967,115382967
painlessinflammation4013319111.u.arkana.near,2024-03-24,115360388,115360388
pertplurality361780334.u.arkana.near,2024-03-24,115384995,115384995
philosophicalboast114069111.u.arkana.near,2024-03-24,115368369,115368369
piousbedside6601278848.u.arkana.near,2024-03-24,115350610,115350610
poisonedreek2530316358.u.arkana.near,2024-03-24,115359092,115359092
possessivedaybed8016354548.u.arkana.near,2024-03-24,115381736,115381736
poshbronze704041547.u.arkana.near,2024-03-24,115362696,115362696
prestigiouswalleye245815425.u.arkana.near,2024-03-24,115359418,115359418
preparedliberation6541342781.u.arkana.near,2024-03-24,115356773,115356773
precociousdork132170632.u.arkana.near,2024-03-24,115362554,115362554
privyfairytale8411309805.u.arkana.near,2024-03-24,115400254,115400254
publicsilver1690372325.u.arkana.near,2024-03-24,115401667,115401667
quiveringheading5313163356.u.arkana.near,2024-03-24,115392992,115392992
pureantenna1568265575.u.arkana.near,2024-03-24,115363319,115363319
prolongedchillun4028102766.u.arkana.near,2024-03-24,115377347,115377347
readyfissure6161352212.u.arkana.near,2024-03-24,115376079,115376079
raucousthrill6702358708.u.arkana.near,2024-03-24,115396627,115396627
raptcontest7712164255.u.arkana.near,2024-03-24,115366147,115366147
regimentalscript1695171063.u.arkana.near,2024-03-24,115382811,115382811
reflexbleach6166155643.u.arkana.near,2024-03-24,115387430,115387430
redundantpitcher8023312179.u.arkana.near,2024-03-24,115362064,115362064
requiredcollier5843263046.u.arkana.near,2024-03-24,115380978,115380978
repeatingmajor7775298345.u.arkana.near,2024-03-24,115401768,115401768
resonantfloat5114305024.u.arkana.near,2024-03-24,115349734,115349734
resultantatrium8696297215.u.arkana.near,2024-03-24,115364695,115364695
righteousdetergent4273304262.u.arkana.near,2024-03-24,115389484,115389484
rejectedconnotation8777291515.u.arkana.near,2024-03-24,115361026,115361026
saintlywedding3254308544.u.arkana.near,2024-03-24,115352241,115352241
sexualrecitation4880123961.u.arkana.near,2024-03-24,115378150,115378150
short-livedsignature403424846.u.arkana.near,2024-03-24,115375319,115375319
secretrattler6282372294.u.arkana.near,2024-03-24,115400244,115400244
simplifiedarchipelago7407327563.u.arkana.near,2024-03-24,115372972,115372972
searchingdetector2644308593.u.arkana.near,2024-03-24,115387035,115387035
sincereexpulsion2791209529.u.arkana.near,2024-03-24,115356161,115356161
skimpycollarbone7316137968.u.arkana.near,2024-03-24,115351789,115351789
sneakytrust4110170279.u.arkana.near,2024-03-24,115393973,115393973
sleekdime5479331994.u.arkana.near,2024-03-24,115393264,115393264
sluggishincentive8823132513.u.arkana.near,2024-03-24,115393336,115393336
socalledmechanism6824189170.u.arkana.near,2024-03-24,115355730,115355730
southwesterntint4055341235.u.arkana.near,2024-03-24,115399909,115399909
speckledtie8210110263.u.arkana.near,2024-03-24,115372372,115372372
staiddruid475581460.u.arkana.near,2024-03-24,115381132,115381132
sphericalqualifier8001162229.u.arkana.near,2024-03-24,115361052,115361052
state-ownedhypocrite1559119634.u.arkana.near,2024-03-24,115358483,115358483
stationaryregression7011167769.u.arkana.near,2024-03-24,115368808,115368808
stubbywerowance400713776.u.arkana.near,2024-03-24,115353206,115353206
swarthyidiocy5288323576.u.arkana.near,2024-03-24,115350639,115350639
sweetstock7477353755.u.arkana.near,2024-03-24,115371372,115371372
sunkenslouch1623326520.u.arkana.near,2024-03-24,115374394,115374394
stunningwaterway4389174288.u.arkana.near,2024-03-24,115386855,115386855
surplusbombshell1119279766.u.arkana.near,2024-03-24,115360620,115360620
swornnightcap184343149.u.arkana.near,2024-03-24,115381365,115381365
tantamountgospel8629281656.u.arkana.near,2024-03-24,115369627,115369627
teasingidealization170757005.u.arkana.near,2024-03-24,115371746,115371746
thinsurcharge740273930.u.arkana.near,2024-03-24,115388796,115388796
three-storyspeculator4871132842.u.arkana.near,2024-03-24,115371117,115371117
three-yeartyke1250355447.u.arkana.near,2024-03-24,115378325,115378325
tiledtingle4454128808.u.arkana.near,2024-03-24,115361702,115361702
tivetriple8697316977.u.arkana.near,2024-03-24,115355700,115355700
tormentedtedium4153328962.u.arkana.near,2024-03-24,115380997,115380997
tree-linedmonster5002179133.u.arkana.near,2024-03-24,115374119,115374119
two-yearsignature1832312990.u.arkana.near,2024-03-24,115358594,115358594
triplerosebud6970252134.u.arkana.near,2024-03-24,115350573,115350573
transientbeam4186340633.u.arkana.near,2024-03-24,115383008,115383008
unconventionallegitimation572320481.u.arkana.near,2024-03-24,115373549,115373549
unanticipatedcovey749323672.u.arkana.near,2024-03-24,115363784,115363784
typicalpolicewoman527555152.u.arkana.near,2024-03-24,115378465,115378465
unforgettablejargon802012093.u.arkana.near,2024-03-24,115380705,115380705
unfoundeddocumentary4271363511.u.arkana.near,2024-03-24,115364792,115364792
unlawfulcollectivity5977337205.u.arkana.near,2024-03-24,115393046,115393046
undisturbedmixup41193916.u.arkana.near,2024-03-24,115400111,115400111
unorthodoxbarrow1559109394.u.arkana.near,2024-03-24,115361997,115361997
uppermicrophone762867573.u.arkana.near,2024-03-24,115359728,115359728
unheardshrink7633238495.u.arkana.near,2024-03-24,115359484,115359484
variedbantam7865.u.arkana.near,2024-03-24,115395705,115395705
urgentmonologue1911297650.u.arkana.near,2024-03-24,115389822,115389822
variedblade4691275266.u.arkana.near,2024-03-24,115354579,115354579
veiledbroth7696298762.u.arkana.near,2024-03-24,115379127,115379127
unmannedcounsellor4421117614.u.arkana.near,2024-03-24,115363178,115363178
blacktimbre1136293240.u.arkana.near,2024-03-24,115371613,115371613
walledfatherland3363337184.u.arkana.near,2024-03-24,115364053,115364053
cosmeticadornment5112285734.u.arkana.near,2024-03-24,115372363,115372363
waterprooftorte6811313846.u.arkana.near,2024-03-24,115374042,115374042
well-heeledcustomer8126308158.u.arkana.near,2024-03-24,115363764,115363764
weatheredcloseup6230177600.u.arkana.near,2024-03-24,115368351,115368351
windowlessflip-flop563341834.u.arkana.near,2024-03-24,115371693,115371693
wild-eyedpolder4687105224.u.arkana.near,2024-03-24,115378693,115378693
well-heeledfascination7641304728.u.arkana.near,2024-03-24,115384290,115384290
writtenindentation6407352834.u.arkana.near,2024-03-24,115356369,115356369
affectedhare8522283252.u.arkana.near,2024-03-25,115440821,115440821
ableoceanographer5557276296.u.arkana.near,2024-03-25,115447739,115447739
affiliatedunicorn798234148.u.arkana.near,2024-03-25,115456646,115456646
acoustictwitch2387100675.u.arkana.near,2024-03-25,115449346,115449346
actingtherapist1918163726.u.arkana.near,2024-03-25,115449159,115449159
agileanesthetic417943753.u.arkana.near,2024-03-25,115450946,115450946
x.paras.near,2024-03-24,115389940,115389940
ajarpoodle1298371954.u.arkana.near,2024-03-25,115428256,115428256
allegedaggrandizement1206306079.u.arkana.near,2024-03-25,115454703,115454703
alarminggym3701374662.u.arkana.near,2024-03-25,115461125,115461125
answeringintention2809373790.u.arkana.near,2024-03-25,115443212,115443212
antagonisticgeneticist8863374859.u.arkana.near,2024-03-25,115464272,115464272
antinuclearniche1363373329.u.arkana.near,2024-03-25,115432832,115432832
assertivetomcat1616304998.u.arkana.near,2024-03-25,115450622,115450622
apologeticbailout1021280429.u.arkana.near,2024-03-25,115458944,115458944
atmosphericdispensation3288261153.u.arkana.near,2024-03-25,115462195,115462195
auto-service-saadati.near,2024-03-25,"115439040,115439056,115439065,115439076,115439088,115439096,115439100","115439040,115439056,115439065,115439076,115439088,115439096,115439100"
bilateralguesthouse7795326644.u.arkana.near,2024-03-25,"115463698,115463773","115463698,115463773"
beardedflesh1340307279.u.arkana.near,2024-03-25,115447380,115447380
bathingrespondent3758374721.u.arkana.near,2024-03-25,115465222,115465222
blondmilking574848967.u.arkana.near,2024-03-25,115462273,115462273
bloodlesspig6176316799.u.arkana.near,2024-03-25,115464233,115464233
bluishaversion1569322479.u.arkana.near,2024-03-25,115459561,115459561
calledbuoy4210290469.u.arkana.near,2024-03-25,115453077,115453077
candidcondominium2292210200.u.arkana.near,2024-03-25,115468624,115468624
burlytotalitarianism6122263984.u.arkana.near,2024-03-25,115467667,115467667
causalsteward8273306836.u.arkana.near,2024-03-25,"115465070,115465145","115465070,115465145"
chillingextinguisher333982083.u.arkana.near,2024-03-25,115470102,115470102
cherisheddualism2773374126.u.arkana.near,2024-03-25,115450881,115450881
childlikesextant8038160462.u.arkana.near,2024-03-25,115466724,115466724
comfortinglandmass3395124855.u.arkana.near,2024-03-25,115464112,115464112
cerebralinsulator4481264406.u.arkana.near,2024-03-25,115468064,115468064
colorlessthought2826206537.u.arkana.near,2024-03-25,115443359,115443359
chillingnook5865296239.u.arkana.near,2024-03-25,115454498,115454498
coloredacademy2687361098.u.arkana.near,2024-03-25,115459527,115459527
collectedshriek118647840.u.arkana.near,2024-03-25,115456144,115456144
chillyhomecoming7514312150.u.arkana.near,2024-03-25,115466592,115466592
completeemission4338303271.u.arkana.near,2024-03-25,115452412,115452412
committedmadman3625276633.u.arkana.near,2024-03-25,115431092,115431092
compositionaldocudrama8867320347.u.arkana.near,2024-03-25,115459326,115459326
consultingwriter4401356484.u.arkana.near,2024-03-25,115448658,115448658
compacttwill778888361.u.arkana.near,2024-03-25,115423498,115423498
connectivewashbasin6132345967.u.arkana.near,2024-03-25,115456273,115456273
courteouspinky1990308697.u.arkana.near,2024-03-25,115453847,115453847
correctivehacksaw8724299771.u.arkana.near,2024-03-25,115438972,115438972
continentallair235576025.u.arkana.near,2024-03-25,115462403,115462403
cumulativehumility7988328951.u.arkana.near,2024-03-25,115445172,115445172
crucialmutt2131316869.u.arkana.near,2024-03-25,115464530,115464530
cultivatedlurch2050170058.u.arkana.near,2024-03-25,115454386,115454386
culinaryneigh8832148703.u.arkana.near,2024-03-25,115456299,115456299
defeatedshortfall8938299077.u.arkana.near,2024-03-25,115462372,115462372
darlingprosecution437078713.u.arkana.near,2024-03-25,115445449,115445449
despisedripoff2653281755.u.arkana.near,2024-03-25,115425257,115425257
defensivepassenger692511614.u.arkana.near,2024-03-25,115459517,115459517
deftdash5350346956.u.arkana.near,2024-03-25,115456262,115456262
drunkcomposition6969317594.u.arkana.near,2024-03-25,115471489,115471489
diversifiedtribe196520277.u.arkana.near,2024-03-25,115462454,115462454
despondentloafer3558316969.u.arkana.near,2024-03-25,115419333,115419333
doctoralautograph6793310448.u.arkana.near,2024-03-25,115445045,115445045
differingboardroom5977141655.u.arkana.near,2024-03-25,115426299,115426299
digestivelavatory4135342891.u.arkana.near,2024-03-25,115449106,115449106
downwardtar4766302699.u.arkana.near,2024-03-25,115462270,115462270
door-to-dooreyeglass8442348304.u.arkana.near,2024-03-25,115447837,115447837
droopingscoring6601149968.u.arkana.near,2024-03-25,115466211,115466211
discretemule2269374663.u.arkana.near,2024-03-25,115460889,115460889
dtelegonenko228.near,2024-03-25,"115459313,115459335,115459360,115459380","115459313,115459335,115459360,115459380"
drunkcry3076132646.u.arkana.near,2024-03-25,115468764,115468764
dysfunctionalsophistication8032323671.u.arkana.near,2024-03-25,115459961,115459961
edibletail8313258090.u.arkana.near,2024-03-25,115447383,115447383
educatedbug6203290437.u.arkana.near,2024-03-25,115444955,115444955
embarrassedsavant3781102322.u.arkana.near,2024-03-25,115456354,115456354
endlessbelfry6406374978.u.arkana.near,2024-03-25,115466673,115466673
enormouscornet1408262373.u.arkana.near,2024-03-25,115433142,115433142
erraticlien1755268243.u.arkana.near,2024-03-25,115436690,115436690
erigaby90.near,2024-03-25,"115450323,115450333,115450342,115450348,115450370,115450371","115450323,115450333,115450342,115450348,115450370,115450371"
ersatzreprisal1050373762.u.arkana.near,2024-03-25,115442563,115442563
etherealbookshelf8048182620.u.arkana.near,2024-03-25,115467165,115467165
everlastingnonsmoker296021074.u.arkana.near,2024-03-25,115426632,115426632
esotericaqueduct3917356816.u.arkana.near,2024-03-25,115470876,115470876
factionalpituitary1897357319.u.arkana.near,2024-03-25,115444091,115444091
fishytincture4598339551.u.arkana.near,2024-03-25,115459570,115459570
flamboyantcatwalk346188978.u.arkana.near,2024-03-25,115444796,115444796
fethi07belf.near,2024-03-25,"115447548,115447556,115447563,115447569,115447573,115447578","115447548,115447556,115447563,115447569,115447573,115447578"
flatteredhairpiece3179373728.u.arkana.near,2024-03-25,115441607,115441607
expectantwhim852294657.u.arkana.near,2024-03-25,115455198,115455198
failingmanhunt8074187170.u.arkana.near,2024-03-25,115466372,115466372
frieddesecration6180357205.u.arkana.near,2024-03-25,115465019,115465019
fleetingtang5344311898.u.arkana.near,2024-03-25,115445512,115445512
full-fledgedsuperintendent558843453.u.arkana.near,2024-03-25,115461236,115461236
functioningmountain674829671.u.arkana.near,2024-03-25,115460192,115460192
fuzzyproductivity7062287229.u.arkana.near,2024-03-25,115425401,115425401
frostynoise4801375191.u.arkana.near,2024-03-25,115473083,115473083
futurelefty4298274092.u.arkana.near,2024-03-25,115447458,115447458
geographicalappellation1353299140.u.arkana.near,2024-03-25,115471087,115471087
grizzleddelicatessen4723371812.u.arkana.near,2024-03-25,115464427,115464427
gnarledharp7178357654.u.arkana.near,2024-03-25,115462092,115462092
gratifyingfudge122265428.u.arkana.near,2024-03-25,115473056,115473056
grotesquemango6529124615.u.arkana.near,2024-03-25,115428131,115428131
high-speedwreath4029297657.u.arkana.near,2024-03-25,115470954,115470954
hoodedfeat5421111171.u.arkana.near,2024-03-25,115458949,115458949
handmadebreed8356337087.u.arkana.near,2024-03-25,115465803,115465803
